Voltage	Current	NEPeph	NEPs	NEPa	NEP	NEPph	Sv	NEP^2-NEPph^2
0.00463989	1.92159e-08	1.86022e-17	4.2713e-17	1.41036e-16	1.48532e-16	0	3.21166e+07	1.48532e-16
0.0046782	2.0739e-08	1.86633e-17	4.6602e-17	1.5592e-16	1.63802e-16	0	2.90492e+07	1.63802e-16
0.00471652	2.23547e-08	1.8743e-17	5.10955e-17	1.72611e-16	1.80988e-16	0	2.6239e+07	1.80988e-16
0.00475487	2.40541e-08	1.88465e-17	5.62738e-17	1.91262e-16	2.00257e-16	0	2.36795e+07	2.00257e-16
0.00479323	2.58448e-08	1.89844e-17	6.23337e-17	2.1229e-16	2.22065e-16	0	2.13333e+07	2.22065e-16
0.0048316	2.7699e-08	1.91637e-17	6.93019e-17	2.35695e-16	2.46419e-16	0	1.92144e+07	2.46419e-16
0.00486999	2.95913e-08	1.93914e-17	7.7198e-17	2.61461e-16	2.73308e-16	0	1.73207e+07	2.73308e-16
0.00490838	3.15147e-08	1.968e-17	8.61575e-17	2.89847e-16	3.03021e-16	0	1.56242e+07	3.03021e-16
0.00494677	3.34479e-08	2.00376e-17	9.62029e-17	3.20854e-16	3.35565e-16	0	1.41142e+07	3.35565e-16
0.00498516	3.53726e-08	2.04699e-17	1.07336e-16	3.54444e-16	3.70905e-16	0	1.27765e+07	3.70905e-16
0.00502355	3.7301e-08	2.09983e-17	1.19852e-16	3.91248e-16	4.09732e-16	0	1.15747e+07	4.09732e-16
0.00506193	3.92033e-08	2.16171e-17	1.33592e-16	4.30866e-16	4.51619e-16	0	1.05104e+07	4.51619e-16
