-6.975718656E-4	-4.19520762692E-9
-6.97283261E-4	-4.11000311292E-9
-6.96857388E-4	-4.02474533092E-9
-6.966223069E-4	-3.93945649592E-9
-6.961977323E-4	-3.85415158892E-9
-6.958205942E-4	-3.76881564092E-9
-6.95429096E-4	-3.68406743092E-9
-6.950995238E-4	-3.60186103092E-9
-6.948287023E-4	-3.52115803192E-9
-6.94450783E-4	-3.44224852592E-9
-6.940943507E-4	-3.36513575392E-9
-6.937221306E-4	-3.28979540592E-9
-6.932966454E-4	-3.21611441792E-9
-6.928617629E-4	-3.14409927992E-9
-6.925664811E-4	-3.07362687292E-9
-6.922489649E-4	-3.00481398992E-9
-6.918124411E-4	-2.93759747592E-9
-6.914185654E-4	-2.87181694692E-9
-6.910647129E-4	-2.80752825392E-9
-6.907938801E-4	-2.74474886192E-9
-6.904928599E-4	-2.68325257692E-9
-6.901344099E-4	-2.62323843092E-9
-6.896702223E-4	-2.56454358492E-9
-6.893810219E-4	-2.50726297492E-9
-6.889606064E-4	-2.45114013292E-9
-6.886240255E-4	-2.39628083092E-9
-6.882598089E-4	-2.34272395092E-9
-6.879665056E-4	-2.29037140092E-9
-6.874861873E-4	-2.23920085892E-9
-6.870583303E-4	-2.18914805792E-9
-6.86712026E-4	-2.14011033492E-9
-6.862540041E-4	-2.09234033192E-9
-6.85894666E-4	-2.04560456692E-9
-6.855821351E-4	-1.99990695692E-9
-6.852366234E-4	-1.95518948292E-9
-6.847824627E-4	-1.91148099892E-9
-6.844077976E-4	-1.86880966992E-9
-6.840738247E-4	-1.82716730392E-9
-6.835888077E-4	-1.78638946892E-9
-6.83098721E-4	-1.74648577892E-9
-6.827463467E-4	-1.70759582992E-9
-6.824328041E-4	-1.66955294592E-9
-6.818721133E-4	-1.63220680492E-9
-6.814434133E-4	-1.59590249692E-9
-6.810272524E-4	-1.56034069192E-9
-6.805142062E-4	-1.52548201492E-9
-6.800494791E-4	-1.49160337692E-9
-6.795069367E-4	-1.45831006492E-9
-6.790958512E-4	-1.42576491392E-9
-6.786063715E-4	-1.39408528992E-9
-6.781051732E-4	-1.36298327292E-9
-6.775815156E-4	-1.33272136992E-9
-6.772548774E-4	-1.30306254692E-9
-6.767801008E-4	-1.27399283192E-9
-6.761844059E-4	-1.24566014892E-9
-6.757137828E-4	-1.21806469592E-9
-6.751553852E-4	-1.19099428992E-9
-6.747039616E-4	-1.16452772092E-9
-6.743138066E-4	-1.13863751492E-9
-6.736488002E-4	-1.11334420592E-9
-6.730966301E-4	-1.08861235692E-9
-6.724818256E-4	-1.06444904892E-9
-6.720072626E-4	-1.04084130092E-9
