-7.910613891e-05	-2.337430016e-06
-7.892005721e-05	-2.313940228e-06
-7.866815070e-05	-2.290628773e-06
-7.862613193e-05	-2.267138683e-06
-7.824003885e-05	-2.243917832e-06
-7.811451261e-05	-2.220576197e-06
-7.784695832e-05	-2.197090154e-06
-7.759059558e-05	-2.173715150e-06
-7.743709749e-05	-2.150291785e-06
-7.715165856e-05	-2.126982403e-06
-7.698163072e-05	-2.103652981e-06
-7.673985024e-05	-2.080345572e-06
-7.648317890e-05	-2.056865074e-06
-7.626554626e-05	-2.033538540e-06
-7.591670818e-05	-2.010085879e-06
-7.563533258e-05	-1.986730386e-06
-7.537070057e-05	-1.963448035e-06
-7.511166389e-05	-1.940071940e-06
-7.477532904e-05	-1.916691524e-06
-7.455032711e-05	-1.893247000e-06
-7.428091894e-05	-1.869874915e-06
-7.397161671e-05	-1.846442855e-06
-7.371905831e-05	-1.823273063e-06
-7.344951868e-05	-1.799804826e-06
-7.305757928e-05	-1.776470284e-06
-7.276950067e-05	-1.753021823e-06
-7.247278263e-05	-1.729665918e-06
-7.220584668e-05	-1.706215850e-06
-7.180467199e-05	-1.682886497e-06
-7.152651656e-05	-1.659494345e-06
-7.123341405e-05	-1.636245596e-06
-7.086551359e-05	-1.612806692e-06
-7.047340760e-05	-1.589403307e-06
-7.000661254e-05	-1.566020730e-06
-6.965814409e-05	-1.542588845e-06
-6.939096865e-05	-1.519411232e-06
-6.901016293e-05	-1.495931950e-06
-6.847458793e-05	-1.472615217e-06
-6.817832410e-05	-1.449138788e-06
-6.778731040e-05	-1.425807570e-06
-6.730851638e-05	-1.402357776e-06
-6.685430719e-05	-1.379163087e-06
-6.640554176e-05	-1.355751214e-06
-6.596131537e-05	-1.332359774e-06
-6.548765449e-05	-1.308930769e-06
-6.492644566e-05	-1.285536974e-06
-6.450260035e-05	-1.262174208e-06
-6.390488711e-05	-1.238869649e-06
-6.332890790e-05	-1.215538205e-06
-6.270132161e-05	-1.192084006e-06
-6.210371498e-05	-1.168715096e-06
