-7.832039848e-04	-4.051912168e-08
-7.759209060e-04	-3.849399277e-08
-7.691844838e-04	-3.656972558e-08
-7.629010420e-04	-3.474248219e-08
-7.569727342e-04	-3.300605031e-08
-7.515540328e-04	-3.135644222e-08
-7.464938433e-04	-2.978901572e-08
-7.418128293e-04	-2.829990866e-08
-7.374578886e-04	-2.688570333e-08
-7.333759839e-04	-2.554110053e-08
-7.296475046e-04	-2.426549253e-08
-7.260950269e-04	-2.305211591e-08
-7.227773296e-04	-2.189951498e-08
-7.197893871e-04	-2.080515179e-08
-7.169285737e-04	-1.976543843e-08
-7.141273988e-04	-1.877764900e-08
-7.117439080e-04	-1.783930814e-08
-7.093151078e-04	-1.694719599e-08
-7.069977922e-04	-1.610082498e-08
-7.049574946e-04	-1.529575288e-08
-7.028410793e-04	-1.453233957e-08
-7.009305692e-04	-1.380501793e-08
-6.989757082e-04	-1.311505965e-08
-6.970724794e-04	-1.246013663e-08
-6.953625212e-04	-1.183818339e-08
-6.936451074e-04	-1.124680492e-08
-6.918856330e-04	-1.068439177e-08
-6.902773825e-04	-1.015057806e-08
-6.885893609e-04	-9.643044129e-09
-6.869103629e-04	-9.161678909e-09
-6.853322858e-04	-8.703204623e-09
-6.836808927e-04	-8.269385101e-09
-6.819924552e-04	-7.855975051e-09
-6.803998914e-04	-7.464147796e-09
-6.786634467e-04	-7.090857131e-09
-6.770280101e-04	-6.736673067e-09
-6.752689656e-04	-6.399792713e-09
-6.734377939e-04	-6.080273063e-09
-6.717655630e-04	-5.776659971e-09
-6.698328212e-04	-5.488891756e-09
-6.679023585e-04	-5.214191258e-09
-6.659070246e-04	-4.953960154e-09
-6.640245466e-04	-4.706753344e-09
-6.619535613e-04	-4.472481319e-09
-6.598241852e-04	-4.249503073e-09
-6.575343986e-04	-4.036982419e-09
-6.552190754e-04	-3.835968141e-09
-6.526964305e-04	-3.643763455e-09
-6.502247632e-04	-3.463012037e-09
-6.476884522e-04	-3.289552486e-09
-6.449258000e-04	-3.126162070e-09
-6.421145673e-04	-2.970050963e-09
-6.390230624e-04	-2.822496086e-09
-6.360285693e-04	-2.680792767e-09
-6.328372450e-04	-2.547782069e-09
-6.294942473e-04	-2.420543425e-09
-6.260273944e-04	-2.300480975e-09
-6.221743518e-04	-2.184910895e-09
-6.184077489e-04	-2.076471290e-09
-6.143651677e-04	-1.973805291e-09
-6.101129465e-04	-1.875482865e-09
-6.056322397e-04	-1.781498370e-09
-6.010947074e-04	-1.693333073e-09
-5.961530954e-04	-1.609377681e-09
-5.910294144e-04	-1.528478074e-09
-5.856757052e-04	-1.453033932e-09
-5.800786416e-04	-1.380740983e-09
-5.741110749e-04	-1.311337077e-09
-5.680616687e-04	-1.246221631e-09
-5.616135786e-04	-1.184065798e-09
-5.551424586e-04	-1.126209170e-09
-5.480350078e-04	-1.069881730e-09
-5.408468585e-04	-1.016365543e-09
-5.335461428e-04	-9.672053896e-10
-5.256187915e-04	-9.180208566e-10
-5.177408581e-04	-8.731860736e-10
-5.096133765e-04	-8.298444216e-10
-5.012804365e-04	-7.893684266e-10
-4.925025758e-04	-7.502997356e-10
-4.836642980e-04	-7.128050051e-10
-4.746605372e-04	-6.781398701e-10
-4.655366870e-04	-6.448869741e-10
-4.561355714e-04	-6.130608984e-10
-4.467264467e-04	-5.826886857e-10
-4.370704689e-04	-5.537559918e-10
-4.272683564e-04	-5.262654665e-10
-4.174576841e-04	-5.002122076e-10
-4.076196935e-04	-4.756578916e-10
-3.977845356e-04	-4.525137701e-10
-3.881882863e-04	-4.308298078e-10
-3.781271693e-04	-4.091452897e-10
-3.681939514e-04	-3.889222374e-10
-3.584204920e-04	-3.701458964e-10
-3.491172791e-04	-3.528144421e-10
-3.394353826e-04	-3.354196130e-10
-3.294016934e-04	-3.180894610e-10
-3.204527320e-04	-3.036296685e-10
-3.107005854e-04	-2.877055931e-10
-3.016798537e-04	-2.747338712e-10
-2.929829865e-04	-2.617391982e-10
-2.838350948e-04	-2.487113377e-10
-2.751617324e-04	-2.371416546e-10
-2.663103168e-04	-2.255509121e-10
-2.573820303e-04	-2.140007285e-10
-2.491589167e-04	-2.038774133e-10
-2.407204555e-04	-1.937306683e-10
-2.330080500e-04	-1.850152414e-10
-2.253594029e-04	-1.763486644e-10
-2.176917531e-04	-1.677196271e-10
-2.105243349e-04	-1.604691946e-10
-2.026624226e-04	-1.517784953e-10
