Voltage	Current	NEPeph	NEPs	NEPa	NEP	NEPph	Sv	NEP^2-NEPph^2
0.0020649	3.07211e-08	7.75246e-15	7.17042e-13	1.44597e-12	1.61402e-12	0	3133.45	1.61402e-12
0.0020689	3.08097e-08	7.75246e-15	7.16627e-13	1.44596e-12	1.61382e-12	0	3133.46	1.61382e-12
0.0020729	3.08986e-08	7.75246e-15	7.16215e-13	1.44596e-12	1.61364e-12	0	3133.45	1.61364e-12
0.00207691	3.09876e-08	7.75246e-15	7.15803e-13	1.44596e-12	1.61345e-12	0	3133.44	1.61345e-12
0.00208091	3.10768e-08	7.75246e-15	7.15395e-13	1.44596e-12	1.61328e-12	0	3133.41	1.61328e-12
0.00208491	3.11662e-08	7.75246e-15	7.14992e-13	1.44598e-12	1.61311e-12	0	3133.35	1.61311e-12
0.00208891	3.12558e-08	7.75246e-15	7.14589e-13	1.44601e-12	1.61296e-12	0	3133.29	1.61296e-12
0.00209292	3.13455e-08	7.75246e-15	7.14186e-13	1.44604e-12	1.61281e-12	0	3133.21	1.61281e-12
0.00209692	3.14354e-08	7.75246e-15	7.13788e-13	1.44607e-12	1.61266e-12	0	3133.11	1.61266e-12
0.00210092	3.15255e-08	7.75246e-15	7.13392e-13	1.44611e-12	1.61252e-12	0	3133.01	1.61252e-12
0.00210492	3.16158e-08	7.75246e-15	7.13e-13	1.44617e-12	1.6124e-12	0	3132.87	1.6124e-12
0.00210893	3.17063e-08	7.75246e-15	7.12608e-13	1.44623e-12	1.61228e-12	0	3132.73	1.61228e-12
0.00211293	3.17969e-08	7.75246e-15	7.12217e-13	1.44629e-12	1.61216e-12	0	3132.59	1.61216e-12
0.00211693	3.18878e-08	7.75246e-15	7.1183e-13	1.44636e-12	1.61206e-12	0	3132.41	1.61206e-12
0.00212093	3.19788e-08	7.75246e-15	7.11446e-13	1.44644e-12	1.61196e-12	0	3132.22	1.61196e-12
0.00212494	3.207e-08	7.75246e-15	7.11063e-13	1.44653e-12	1.61186e-12	0	3132.03	1.61186e-12
0.00212894	3.21614e-08	7.75246e-15	7.10683e-13	1.44662e-12	1.61178e-12	0	3131.82	1.61178e-12
0.00213294	3.2253e-08	7.75246e-15	7.10305e-13	1.44672e-12	1.6117e-12	0	3131.59	1.6117e-12
0.00213695	3.23447e-08	7.75246e-15	7.09929e-13	1.44682e-12	1.61163e-12	0	3131.35	1.61163e-12
0.00214095	3.24367e-08	7.75246e-15	7.09556e-13	1.44694e-12	1.61157e-12	0	3131.08	1.61157e-12
0.00214495	3.25288e-08	7.75246e-15	7.09185e-13	1.44706e-12	1.61152e-12	0	3130.81	1.61152e-12
0.00214895	3.26211e-08	7.75246e-15	7.08816e-13	1.44718e-12	1.61146e-12	0	3130.53	1.61146e-12
0.00215296	3.27136e-08	7.75246e-15	7.08449e-13	1.44731e-12	1.61142e-12	0	3130.23	1.61142e-12
0.00215696	3.28063e-08	7.75246e-15	7.08083e-13	1.44745e-12	1.61138e-12	0	3129.92	1.61138e-12
0.00216096	3.28992e-08	7.75246e-15	7.0772e-13	1.44759e-12	1.61135e-12	0	3129.59	1.61135e-12
0.00216496	3.29922e-08	7.75246e-15	7.0736e-13	1.44775e-12	1.61133e-12	0	3129.25	1.61133e-12
0.00216897	3.30855e-08	7.75246e-15	7.07004e-13	1.44791e-12	1.61132e-12	0	3128.88	1.61132e-12
0.00217297	3.31789e-08	7.75246e-15	7.06648e-13	1.44808e-12	1.61132e-12	0	3128.51	1.61132e-12
0.00217697	3.32726e-08	7.75246e-15	7.06295e-13	1.44825e-12	1.61132e-12	0	3128.12	1.61132e-12
0.00218097	3.33664e-08	7.75246e-15	7.05943e-13	1.44843e-12	1.61132e-12	0	3127.73	1.61132e-12
0.00218498	3.34604e-08	7.75246e-15	7.05592e-13	1.44861e-12	1.61133e-12	0	3127.33	1.61133e-12
0.00218898	3.35546e-08	7.75246e-15	7.05245e-13	1.4488e-12	1.61135e-12	0	3126.9	1.61135e-12
0.00219298	3.3649e-08	7.75246e-15	7.049e-13	1.44899e-12	1.61138e-12	0	3126.46	1.61138e-12
0.00219699	3.37436e-08	7.75246e-15	7.04558e-13	1.4492e-12	1.61141e-12	0	3126.01	1.61141e-12
0.00220099	3.38384e-08	7.75246e-15	7.04217e-13	1.44941e-12	1.61145e-12	0	3125.54	1.61145e-12
0.00220499	3.39334e-08	7.75246e-15	7.03879e-13	1.44963e-12	1.6115e-12	0	3125.06	1.6115e-12
0.00220899	3.40285e-08	7.75246e-15	7.03542e-13	1.44985e-12	1.61155e-12	0	3124.56	1.61155e-12
0.002213	3.41239e-08	7.75246e-15	7.03208e-13	1.45008e-12	1.61161e-12	0	3124.06	1.61161e-12
0.002217	3.42195e-08	7.75246e-15	7.02876e-13	1.45032e-12	1.61168e-12	0	3123.53	1.61168e-12
0.002221	3.43152e-08	7.75246e-15	7.02544e-13	1.45056e-12	1.61175e-12	0	3123	1.61175e-12
0.00222501	3.44112e-08	7.75246e-15	7.02216e-13	1.4508e-12	1.61183e-12	0	3122.46	1.61183e-12
